model,rating,comments
Rogue,5 out of 5 stars,"We leased a 2018 SV Rouge.  The lease was up and went to Gerald Nissan in Naperville to see our long time sales consultant Howard Krick.  At first we were not interested in the new Rouge.  The 2018 was a bit sluggish and the CVT was loud and didn't have a punch.  I already lease a Murano and we were prepared to purchase one...Then Howard suggested my Wife drive the 2021 Rouge just to see.......WOW!  what an improvement.  From a quiet ride, to a higher stance, a good punch with the increased horse power.  The interior is top notch.  We leased the SL with the premium package....it has almost everything you need.  Check it out....it's worth a test drive.  If this is any indication of what the 2022 Pathfinder will be, then I may lease one of those, when my lease if up in November.  I have owned 7 Nissan's and these cars just get better and better....."
Rogue,4 out of 5 stars,"Complaint,  why didnt Nissan but a garage door opener on the rearview mirror? I bought a 2021 Nissan rogue sl, I had a 2018 sl that had it on ."
Rogue,5 out of 5 stars,"I have been car shopping for some time now,  I decided to check out the Rouge platinum and it was incredible! Quiet ride, panoramic roof plus all other bells and whistles.  It lacks power when accelerating, but it's a great family SUV!"
Rogue,1 out of 5 stars,"2021 Nissan Rogue SV is junk.  Has been in the shop 3x before even putting on 5,000 miles.  Recalls, air conditioner did not work and now waiting  to get a new radio and screen ordered as this stopped working too. This vehicle is a very rough ride and noisy. I would not recommend this vehicle to anyone.  I contacted Nissan and was told there is nothing they can do!  They will not give me my money back or give me the value of the Rogue in trade.  I will be trading in for anything but a Nissan - at a huge loss!"
Rogue,2 out of 5 stars,"Engine idles like a train, passenger seat shaking up due to bad idling, transmission rebuilt soon and snow enters air duct and will jammed pack the filter, your max speed becomes 10 miles an hour"
Rogue,4 out of 5 stars,"Our 2021 Rogue platinum is beautiful, comfortable to drive, and loaded with amazing features. The manual is an inch thick and it took us 2 weeks to get a basic understanding of the various gadgets.  With all these advanced digital features, wouldn't you think Nissan would have thought to include a built in garage door opener??? We have our 15 year old, clunky garage door opener attached to the nice and clean sun visor on the driver's side of our gorgeous new car.  What's up with that???  This car has everything - well almost. The 10 year old car we traded in for this new beauty had a built in garage door opener. Nissan what were you thinking?"
Rogue,5 out of 5 stars,Very comfortable. The Platinum is loaded. Lots of cargo space. Good mileage.
Rogue,1 out of 5 stars,I just made my first payment with 2600 miles. The chip engine light came on after 6 days. Service says they don’t have a fix yet. My remote start won’t work and my Nissan app says my rogue is running when it is parked beside my house. I’m looking at it right now. Run.. don’t walk!!!
Rogue,2 out of 5 stars,"CONS
Major:
#1 - I purchased the top of the line package out the door at $42K, and dont get a Homelink?  
#2 - The horn is LOW. Nobody can hear us.  Had to get this replaced.
#3 - The shifters have changed where its (R-N-D) instead of (D-N-R).  That's right, there are going to be accidents for sure.  I thought I could get used to this, but I pause and do a lot thinking before I move the vehicle since my wife and I share 2 vehicles with the shifters backward.

Definitely dont understand #1, #2 #3.  Engineers must have been drunk when they finalized this.  

Annoying
#4 You will feel the road.  Noisy.  I guess its a trade off if you want to get more MPG.
#5 Tires will skid in heavy rain at 50mph on highway.  We were on a 80mph highway, went 50, and started to skid.  Car didnt feel sturdy.  Had to reduce to 30 mph.  This is less performant than my Murano.  I will change the tires after a couple of years to top of the line.
#6 Very expensive!  We paid MSRP and the dealer squeezed us an extra 2K out of us for this stupid dealer package because new cars are in high demand due to chip shortage.  Looking back, we should have went to another dealer.  But at 42K, this is way over priced for what we are getting.  I will say the 0% financing did save us a little.
#7 Navigation is incorrect at times, even the MPH, which the adaptive cruise control is based on.  Sometimes the adaptive cruise goes too fast or accelerates too fast.  Not always accurate, have to pay attention.

PROS
- Saves a lot of gas, good for local work commute.
- Love the new electronics, heads up display, steering assist and all that jazz.  It is very nice.  I think every automaker top of the line will have these.
- Seats pull back when you turn off the engine, lets you get out easier.
- Safety features
- Size good enough for my family of 4.
- Even though twice as expensive as my last car, it was actually $300 a year to insure it.  Nice surprise! I guess insurance considers all the extra safety features.

WOULD I BUY IT AGAIN?
I dont know, but I would have most likely gotten the Mazda CX5 Signature."
Rogue,1 out of 5 stars,"I leased a 2021 Nissan Rogue SV and less than 24 hours after I drove it out of the dealership, a warning ⚠️ appeared ""Engin Malfunction, Reduced Power, Service Now"". Went to the dealership the next day and received BS answers one after the other. The warning has come up 7 timed in the 5 months I have had it and I have taken the car in twice now and left it so they can figure out why the warning comes on. The first time for 3 weeks and the second time for 7 weeks. To this day, they have no solution, they don't know why it happens yet they say the car is safe to drive and they release it back to me. The Willowdale Nissan Manager (Jino Park) and Salesperson (Roger Peng) ignored my emails. The Service department said there's nothing they can do and the customer satisfaction managers also care more about their own pockets than making customers happy. The issue is still not fixed and I have to continue paying for this car until the end of my lease in 3 years, which to me feels like I'm flushing my money down the toilet every month!!! Nissan doesn't care at all about customers and their car buying experience! This has been a nightmare and the worst car-buying experience I have ever had! Never Again!!! Buy anything but Nissan!!!"
Rogue,1 out of 5 stars,"Do.not.buy.a.2021.Nissan.Rogue! I bought my Rogue last year and it’s been in the shop more times than I can count. I’ve had engine issues, battery issues, passenger seat issues, multiple water leak issues and I only have 5k miles ( mostly because it’s always in the shop! ) I filed a complaint with Nissan and requested a buy back but was denied. While the service department that works on my vehicle is nice and helpful it’s just a crappy car and I regret purchasing it."
Rogue,5 out of 5 stars,"I am driving a 2018 Honda CR-V. Love it. However, it's my 2nd one. I drove a few different like vehicles and i must say other than the Mazda CX5, the Rogue was impressive. The interior in my opinion was the nicest of the bunch. Nissan did a great job. I thought it rode well and the engine power was adequate I personally felt it needed more power but for most people it is just fine. The interior makes you feel like you are in a much more expensive car. There are a few things about it that I absolutely did not like. The center console storage is a split opening like a clam shell. I hated that. I keep a lot of stuff in mine and this would drive me crazy. The opening is narrow and small making it hard to get your hand in there. The salesman said but you have a shelf underneath, well try to access that while you are driving, NOT HAPPENING. I personally do not like the side mirrors as they are angled in a funny position. These are minor things but I personally think that Nissan has a huge winner on their hands. The Rogue is one of the best looking compact SUV on the road today and i think the interior is nicer than the Mazda CX5. I think the Mazda handles the best and doesn't feel like an SUV drives like a sports car. I am probably alone in my thoughts but i do not like the Mazda knob to control the radio, HVAC and driver info center. ""IT'S DISTRACTING"" The Rogue has a ton of tech and is not annoying like the Mazda. That being said, I really like the Rogue until I got back in my 2018 Honda CR-V and drove it home. My Honda has a better ride and has better pickup on the highway. Also i like the fact that everything in my Honda is easy to see and I am not over whelmed by too many buttons and screens. But i am 63 years old and most people would consider me old but i am very tech savvy and for me, less is better inside a car. Too many distractions are a bad thing today when it comes to driving. If i did not have a Honda I probably would have bought the Rogue immediately. Great vehicle."
Rogue,5 out of 5 stars,"I am so pleased with my new car! Everything from the Interior, the performance & looks of this car gets a 10/10 from me. Definitely my favorite car i've ever owned so far. Thank you Steven Wilson from the Fontana Nissan dealership for helping me with my purchase, I couldn't be happier."
Rogue,2 out of 5 stars,"I have a platinum. The car is gorgeous and there are so many convenience & safety upgrades. However, 6 months after purchasing I noticed water damage on the ceiling. The passenger side pillar is leaking. It’s been in the shop for 6 weeks with no end in sight, as they can’t get the parts to repair it. I have read a Reddit thread and cars continue to leak after the “repair,” as they’re just replacing with the another shoddy part. This is the only affordable SUV I love and I am terribly disappointed. My 2017 rogue SL was wonderful."
Rogue,1 out of 5 stars,"Less than 500 miles and in the shop exactly half the time I have owned it.
Electrical issues. Shuts it's self down."
Rogue,2 out of 5 stars,"The seat is so uncomfortable. There is no proper lumbar support and all the support feels way low on the back, almost at hips. Starts to hurt my back in 15-20 minutes. I haven't had any back issues with any cars at all. No issues even with older rogues.

Every little bump or uneven road surface feels so loud and jerky. Really poor suspension. Air conditioning ducts don't work properly. One will blow hot air and others will blow cold air. 

Bought this for comfort but there is no comfort for me."
Rogue,5 out of 5 stars,"This is an initial review. We bought a Boulder grey pearl 21 SL. We’ve had it for a week now. My wife loves this vehicle. It is very easy to drive, so easy, that if you turn on the pro pilot cruise it will literally drive itself. The shifter is different but only took a trip or two to get used to it.  The seats are very comfortable, it’s the most comfortable vehicle I have ever sat in. The tech is crazy good in this car and easy to understand. Nissan made it very user friendly. The features are amazing in the SL. The motion lift gate works perfectly. The storage space in the rear is comparable to our old Honda Element (with the rear seats removed) which is a huge positive. My wife does animal rescue and loves how easy it is to put cages and supplies in back. I took it grocery shopping and the divider system in rear was perfect for groceries, no sliding around issues. The rear seat is big. I’m 5’10 and our sales guy was 6’6. He was easily able to ride in the back seat behind me with plenty of knee room. The ride quality is smooth, very smooth. Like every Nissan, the engine is perky. One thing my wife loves about my 2011 Nissan Frontier is how much punch the engine has and this 4 banger Rogue doesn’t disappoint. Sport mode allows a little more punch from the engine and you can feel it in traffic. I have yet to have to refill the tank. So far, we’re averaging 34 mpg and that’s about 60% rural and 40% city driving, so impressive is a understatement. The vehicle has a massive panoramic sunroof so the interior feels huge compared to other SUVs. The information center on the car is big and easy to access. We have been using it with AppleCar play and it’s worked fine every time. The hands free options for texting or calling work great. The interior of the vehicle is not just functional, it’s a gorgeously detailed interior. Dual colors for the dash and door material. The wood grain accents really sell luxury and all the material seems very high quality especially compared to previous Nissans such as the old rogue or my old frontier. The road noise is low and I do not hear any whining from the CVT. The LED lights make a huge difference at night which my wife loves since we have to spend sometime avoiding deer and black bears on the roadways. Overall, this vehicle is exceptional."
Rogue,1 out of 5 stars,"We just bought this today and it was 2 hours home. In the city of Bangor Maine the roads are smooth so the ride is ok. As we got outside of Bangor this thing rides like a tank, you feel every single bump hard. There is no comfort mode on this car. The seat are terrible and to make it worse any bump on one side and the body roll on this thing is unreal. We won't be keeping this. It is too bad because it is a sharp vehicle but the hard ride and seats and body roll make this one to stay away from. Worst car we have ever bought,"
Rogue,1 out of 5 stars,"Had a corrupted file fry my anitlock brake software on the first oil change. At 15,000 miles my tires need replaced. Stay away from this vehicle. Nissan did compensate for the software issue but will not stand by the tires they are putting on new vehicles."
Rogue,5 out of 5 stars,Awesome car. Love the style. Spacious and comfortable.
Rogue,5 out of 5 stars,I love the new body style and interior of the 2021 Rogue. It was a great first impression to the car and only got better with the exceptionally smooth drive that followed. The safety driving features are amazing and the update technology works amazingly.  Purchasing the 2021 Nissan Rogue was the best decision that I could make.
Rogue,2 out of 5 stars,"Upgraded a 2018 Nissan Rogue to this 2021 Rogue; I’ve owned this vehicle for almost 3 months now and as of now I’ve sat in the waiting room for three and a half hours due to recalls and my engine light being on this fast week only foe it to be 3 days later and my engine light is on once again. Stopped at O’Reillys on the way home and was told after plugging it up that it is in fact on again due to the fuel rail. I’ve never had this many issues, this vehicles came with lots of flaws"
Rogue,3 out of 5 stars,"I purchased my new 2021 Rogue from Walt Massey Nissan in Andalusia, Al. several months ago. Several weeks after buying it my wife and I traveled to another State via Interstate Highway to visit our son. We discovered that when you drive the vehicle over 45 mph, or a road with expansion joints the Sideview mirror on the drivers side vibrates so much you can't distinguish objects coming up behind and beside you. When we returned home I took the vehicle back to the selling dealer. The mechanic that serviced the Rogue reported that he ""even drove a Rogue out of the dealers inventory and it had the same situation so there is nothing wrong with it"". I called Nissan of North America and was told to take it to another Nissan dealer, a trip of over 100 miles from Andalusia. The reason I chose Walt Massey Nissan was to where I could have any service, if needed, done locally; I am now wondering if I chose the wrong make of vehicle or just the wrong dealer?"
Rogue,5 out of 5 stars,"To be honest, I hadn't thought much about the Rogue. I had the impression that it was lame, weak, boring and not very capable. After researching some competitors, I researched the Rogue to be thorough. It met my basic requirements - AWD, over 8"" ground clearance, at least decent gas mileage, good cargo space, creature comforts like Android Auto. It seemed worth looking at in person. When I test drove it, I was pleasantly surprised. It handled very well for a CUV. I really like the cabin design/layout. The seats are very comfy. It has tons of safety features. I hope it does as well in the snow as advertised!"
Rogue,4 out of 5 stars,"I have had the car a little less than a week. I've been around cars all my life. Right now we have an '18 Porsche 911 we use on weekends and a '21 Lexus RX350 my girlfriend drives. This car replaced a '19 Jeep Grand Cherokee as I wanted to downsize a little.
I considered the Subaru Outback, Volvo XC60 and looked at Hondas as well as another Grand Cherokee if all else fails. As most are aware, it is very difficult even finding inventory and then when you find a car in stock it never has the trim level you want.
Overall I am happy with the Rogue but the quality control at the Tennessee plant stinks. After bringing the Rogue home I noticed two things immediately. 
1) There is a gap with the rear hatch closed. Very uncommon to see issues like this today.
2) The passenger side front and rear doors were NEVER finished at the factory. It looks like a teenager in shop class for the first day finished them. The door skins came off the cutter and then wrap around the inside of the door top and bottom. On this car you can see where the metal came off the cutter and it looks like a piece of aluminum foil you cut from a roll. It is then supposed to be filled in and painted. It never was. The driver's side is fine. The passenger side just had some paint slapped on it. How does a car leave the plant with these glaring issues?
I hold the plant manager responsible and the QC team. Just shoddy workmanship. Period.
The car rides OK but it is a stiff ride with the 19"" wheels/tires. You will feel every imperfection in the road. And be aware of the tire pressure. 33 front, 30 rear.
Wind noise is noticeable even at lower speeds.
You have to go up to the Platinum model to get side sensors which we had on the Jeep. I did not want the Platinum model because I don't want ""quilted"" seats.
As noted by reviewers online the Bose sound system is really subpar. You hear the small left and right side pillar speakers and that's about it. It may well be the worst sound system I have heard in many years. And who puts a subwoofer next to the spare tire well and then covers it? Ridiculous.
Having only a few hundred miles on it I hope I don't run into some of the issues I have read here in the reviews. Subaru, Honda and others are using the CVT transmissions so one would think they are sorted out. 
One a positive note I will say that there is a nice paint job on it and with the exception of what I noted above the build quality is good. That may sound like an oxymoron but the defects are quite noticeable. It also does not have an AGM battery. If you have a car with Auto start/stop you have an AGM battery. I know. Jeep replaced THREE of them in a TWO year period. Not only are they expensive but they require a technician to calibrate everything when it's installed. About $235+ for the battery and $125+ for labor/calibration. Fair warning, DON""T get a car with the Auto Start/Stop if you plan on keeping it past the warranty period. Even if they cover the battery, they DON""T cover the calibration. 
The a/c takes a little while to get cold and the engine takes a little longer to come up to temp than I am accustomed to but both are livable. 
I have read the reviews here as well as owners' reviews on other brands. Every brand/model has their good and bad points. 
The bottom line is;
Would I get another Nissan? 
I will say I regret not waiting a few more months as Jeep and some other brands of interest are coming out with all new models."
Rogue,2 out of 5 stars,Engine is anemic even in sport mode. The sun roof is a joke. Hardly opens enough to do anything. Seats aren't that comfortable. The center console does not move so you can't get support under you're right arm if you need it. Cabin is quiet and feels sturdy. Definitely an improvement in cabin design and looks.
Rogue,1 out of 5 stars,"Bought 2021 rogue only in May 2021. With only less than 1k miles, my car started to experience acceleration problems where you can go any faster than 40mph while RPM shoots up to 5-7. I recorded 2 incidents and showed to Nissan but all they say they found no code! This is really a threat to our safety and Nissan keeps on ignoring the issues. They don’t give a damn"
Rogue,5 out of 5 stars,Well I haven’t purchased the rogue yet but I do test drive it ! My husband and I test drove a Kia Sorento it was nice . We are trying to really take time and make sure we get one that’s right for the family he has a new Chevy truck! So we decided to test a few out that rated well ! So we had to drive to Jamestown NY. Since there’s no Nissan dealer near us in Pennsylvania! There’s one in Hornel NY. But we decided to go to Jamestown those two were the closest. Well we loved the Rogue everything about it ! The looks and the feel . Room is spacious! I’m surprised the one guy wrote he was 6 ft 1 talk and 240 lbs and was cramped because I’ve watched you tube videos on it and the one guy was 6 ft 1 or 2 and he said he was around 240 or 250 those were his words in the video he fit just fine with plenty of room he did adjust the steering wheel so it came out more ! But I know some people say it’s not speedy but I found it fun to me and my husband it’s beautiful that’s for sure and very solid ! I already have everything picked out for it once we test drive a few more ! To see  Honda we haven’t yet or Toyota  and Hyundai ! That will be it !! But I did look them all up and the Nissan looks so much better but my husband said I just can’t go by looks well I said you can by comfort cuz I honestly don’t know how the others are going to beat the rogue on that !!! A+++++!! Great job Nissan !
Rogue,5 out of 5 stars,"So far I'm super impressed with the vehicle.  Very comfortable inside and all the tech one can need.  That heads up display is fantastic! Enough engine power for most drivers. 
Only quirky thing I've noticed is the wireless phone charger.  My iPhone 12 Pro Max fits nicely but often takes a few times repositioning it to get it to connect and charge.  I've not tried a smaller phone yet but will.  
Overall I'm very happy and impressed with this Rogue!"
Rogue,5 out of 5 stars,"Platinum trim is awesome.  Quiet, smooth ride.  Could not be happier.  Traded my 2015 Murano SL and I'd have to say the new Rogue seats are just as comfortable and the Rogue; Platinum has less road noise."
Rogue,1 out of 5 stars,The 4 cylinder engine is a loud irritating  constant humming or buzzing sound.  Even turning the radio up loud does not help.  Not an enjoyable experience.   I dread having to take it on a 9 hour road trip!
Rogue,5 out of 5 stars,Couldn’t be happier with this purchase.  Affordable and smooth ride.  Extremely spacious and will love driving to and from work in this.
Rogue,5 out of 5 stars,The Rouge Platinum edition has all the bells and whistles tech lover can have. Looks at all the editions and make the best decision for you.
Rogue,5 out of 5 stars,Absolutely love this car! I used to hate any car to longer than 3 hours. No more! Drives like a dream and fantastic gas mileage. Love the Bose sound system that came with the premium package  and the super comfortable leather seats. It’s got great pick up for a 4 cylinder and we are definitely happy with the purchase. I highly recommend!
Rogue,5 out of 5 stars,The reviews don’t lie. The new Rogue is exemplary. The ride and handling exceed that of the three letter German SUV. Gas mileage is over 30 MPG. QUIET too.
Rogue,3 out of 5 stars,"I have a 2021 nissan rogue sport s for approximately 10 months now. I am being flashed every where I go night and day because my DRL is constantly bright and even though they dim once the headlights turn on, it doesn't help matters since even on low beam the lights seem to be always so bright. I have been back to the dealer and I guess because I am a woman, I am being told there is nothing they can do without them even getting a technician to check. I am beyond frustrated. Feels like I have been  bamboozled!!!"
