Model,Souce,Comment,dependable,lasts long,value for money,quality fit and finish,attractive styling,safe,retains resale value,driver comfort,fun to drive,advanced features,responsive handling,prestigious,dealerships,fuel efficient,quick acceleration,environmentally friendly,affordable
Rogue,Cars,"It dies 3 times on us!  First time after we bought,  15 minutes away from the dealership. They allegedly fixed it.  2nd time, 20 minutes we picked up it died again for the same mechanical electrical issues!! 3 times is a strike!  After pick up again they told me a Nissan engineer worked on the car and it was SAFE to drive!!  It WASN'T!!! It died an hour later in a middle of an intersection where I almost got tbone by a semitruck!!!! Good Samaritans tried to moved the car from the road.  Not even the neutral was working!  It took several strong men to move it out of the intersection and calmed down until my husband arrived!  It was a horrible nightmare!  The dealership didn't take responsibility or ownership of the problem. So now Nissan Corp needs to do it right! We lost of trust!! You put me in danger!",0.0,0.6629642248153687,0.0,0.0,0.0,0.969840407371521,0.0,0.0,0.9928708076477051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"THIS TRUCK  TAKES SOME GETTING USED TO. HAVEN'T HAD A NEW ONE IN 14 YEARS,  LOTS OF BELLS AND WHISTLES BUT I WILL LEARN VERY QUICLY WITH MY HANDY MANUAL.",0.0,0.8104190826416016,0.0,0.0,0.0,0.0,0.0,0.3108309507369995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,Very dependable and love the leg room and the new wider doors. Overall performance is excellent. Interior design is very colorful and cargo space is what I needed.,0.9978252649307251,0.0,0.0,0.9970015287399292,0.0,0.0,0.0,0.0,0.0,0.0,0.9956735372543335,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,This car meets all my needs.  It drives so smooth and has all the items that I wanted.  The new design made me stay with the Rogue.,0.0,0.0,0.0,0.9936062097549438,0.9885196685791016,0.0,0.0,0.9906730651855469,0.9978001117706299,0.9470260143280029,0.9976273775100708,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"This car has lots of space and leg room.
The ride is smooth , quiet and has tons of safety features.
Overall very satisfied of the quality of Nissan Rogue!",0.0,0.0,0.0,0.0,0.0,0.9963850975036621,0.0,0.0,0.9902437925338745,0.9889646768569946,0.9967721700668335,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,It's enjoyable and fun driving. What can I say but a wise choice and the gas per gallon is a real plus out on the road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995023250579834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"Love this car.  This is my 4th Rogue.  They are reliable and and great car
for the money.   Mileage for an SUV is pretty good.",0.9960339069366455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836313724517822,0.0,0.0,0.0
Rogue,Cars,"I've owned a Rogue before and it was not near as comfortable and sporty as my new one.  Plenty of comfort, and get up and go!  And the gas mileage is much better this time.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5905040502548218,0.0,0.0,0.9848846197128296,0.0,0.0,0.9767224788665771,0.0,0.0,0.0
Rogue,Cars,So far I love this car! It’s sporty and so nice looking. Fun to drive! Love the huge sunroof. Very comfortable and plenty of power.,0.9795693159103394,0.0,0.0,0.9953738451004028,0.9977296590805054,0.0,0.0,0.982918381690979,0.9979053735733032,0.0,0.9971492290496826,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"It’s unique appearance, and quiet ride are quite impressive. The driver assist features, and technology, along with the front, rear, and 360 degree camera views are amazing. Did I mention the Apple Car  Play & stereo? Great decision!",0.0,0.0,0.9925267696380615,0.9951212406158447,0.9978814125061035,0.9830204248428345,0.0,0.9722046852111816,0.9964510202407837,0.9970674514770508,0.9925576448440552,0.9889711141586304,0.0,0.6783941984176636,0.16189658641815186,0.7919937372207642,0.5767056941986084
Rogue,Cars,"The 2021 Rogue is very smooth to drive and new features make it an awesome experience. 
The new all-around camera makes parking so easy it’s feel like freedom.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883556365966797,0.9976131916046143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"Before purchasing my 2021 Nissan Rogue SV I was driving a 2013 Toyota RAV4 with all-wheel drive. While the Toyota RAV4 was a good car the 2021 Nissan Rogue is so much better. The car looks good on the inside, looks good on the outside and I have gotten lots of compliments about it. It handles great and the pro pilot assist is awesome to use and the warranty is impressive. I would recommend it to anyone who has not driven this car to test drive one for yourself I believe you will be impressed to the point of buying one if you're in the market for a new car.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976142644882202,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"Can’t speak to reliability since I just bought mine.  It’s an SL AWD in Boulder gray.  I absolutely love it, maybe more than any car I’ve ever owned - and I’ve owned a lot of cars.  Styling is superb, comfortable, electronics seem great!  Love the lane departure warning/ assist.  The interior trim really looks like a lot more expensive car.  I’m male and I like that the new rogue looks a lot more aggressive, especially from the front.  Only option I generally get that this car lacked is nav, which I never used anyway.  I had not seen one of the 21 models until two days ago, really stopped me in my tracks.  Last thing I must say: when I shut my door, it doesn’t take a lot of effort and the door sounds a bit like a safe shutting.  Solid.",0.5292133092880249,0.0,0.0,0.9795740842819214,0.996444582939148,0.9749891757965088,0.764869213104248,0.0,0.0,0.9874277114868164,0.0,0.0,0.0,0.0,0.0,0.0,0.1319890022277832
Rogue,Cars,"This car does everything well. It’s very comfortable and good on gas my only complaint is it lacks power. The seats are very comfortable, it’s very good on gas and the safety features are awesome",0.9492144584655762,0.0,0.0,0.0,0.0,0.9928792715072632,0.0,0.0,0.0,0.9861854314804077,0.7853600978851318,0.0,0.0,0.9254840612411499,0.0,0.0,0.0
Rogue,Cars,"The exterior is aggressive looking and modern.  The interior is full of high end tech, quality finishing and comfortable.  It's my wife's car, I am 6 foot and 350 pounds who loves his room and V6 engine.  This car has ample room for me and believe it or not, I am impressed with the efficiency of it's 182 hp v-4",0.0,0.0,0.0,0.9964938163757324,0.9904780387878418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"This is my 3rd Rogue! I absolutely love the Nissan Rogue! The 2021 design is awesome! Love it, love it, love it! Thank you Drivers Village Nissan/Heather C.",0.0,0.0,0.0,0.0,0.9978723526000977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"I love this vehicle. Handles easily. The front screen is great dont have to put my phone up anymore 
Apps viewable on screen.
Great space for kids and their luggage.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997564435005188,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"We sought after the champagne color and finally found one, It is a show stopper, we are previous Rogue owners and just love everything about it.",0.0,0.0,0.0,0.9825036525726318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9896270036697388,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"Inside and outside it is great. Inside a lot of space. Feels more luxurious than sport, nice features on the SV version, similar and some additional to the Rav-4 and some like the speed change behind the wheel as the lexus NX-300.
The autopilot that stays in the lane and adjust the speed to a slower front car. You only have to stay awake.",0.0,0.0,0.0,0.9960153102874756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"New design is classic and functional. All safety features I was looking for were standard and the 21 Rogue is comfortable and economical. The inside is roomy,  thoughtfully designed, and fun to drive. The safety features are impressive.",0.9931716918945312,0.0,0.9961377382278442,0.9949581623077393,0.9926426410675049,0.9958882331848145,0.0,0.9640690088272095,0.9964859485626221,0.5595234632492065,0.0,0.0,0.0,0.9919911623001099,0.0,0.0,0.9941622018814087
Rogue,Cars,I love the exterior of the car and the wheels are really awesome too!! The interior is very comfortable and the back seat seems very roomy too!! Can’t wait to know my car more !!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"Beautiful, roomy vehicle! Big vehicle, for  little money. This SUV has class written all over it! Extensive look of class and sleekness.  It holds stunning decor beautifully.",0.0,0.0,0.0,0.9979504346847534,0.998245120048523,0.0,0.0,0.0,0.0,0.9933584928512573,0.0,0.9947195053100586,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,This car is very spacious and comfortable. I love how they design the interior. My favorite part is the panoramic moonroof. It has met all my expectations.,0.0,0.0,0.0,0.9960098266601562,0.9928028583526611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"The car is quieter and smoother riding than the 2018 Rogue I turned in. I love the features, although I'm still learning to use them.",0.0,0.0,0.0,0.0,0.88262939453125,0.0,0.0,0.0,0.0,0.8190224170684814,0.9690477848052979,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,My wife owned a 2019 Nissan Rogue and I fell in love with the new design. It is an amazing improvement over an already great car!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"I totally love my new car! They redesigned the 2021 Nissan Rogue, and it has all the features I was looking for in my new car.",0.0,0.0,0.0,0.9877943992614746,0.9742587804794312,0.0,0.0,0.0,0.0,0.9327092170715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"We just leased our 4th Rogue - love it!! Comfortable, great on gas, easy to drive. Would def recommend! Not once have we had any weather related issues with this truck. The 2021 is so much fun to drive",0.0,0.0,0.0,0.0,0.0,0.9959975481033325,0.0,0.9225659370422363,0.9976382255554199,0.0,0.9956498146057129,0.0,0.0,0.9919040203094482,0.0,0.0,0.0
Rogue,Cars,Transmission CVT not good  most Nissan car now have Cvt not reliable. Very expensive to fixed .Same problem and Nissan don’t do anything about CVT .,0.0,0.0,0.0,0.899297833442688,0.0,0.9758037328720093,0.0,0.0,0.0,0.08755826950073242,0.6906321048736572,0.6585068702697754,0.8309787511825562,0.8452622890472412,0.0,0.9251172542572021,0.0
Rogue,Cars,The car is completely comfortable and drives very well and it is easy to use and the dealership was very helpful and very easy to work with,0.0,0.0,0.0,0.9923527240753174,0.0,0.0,0.0,0.9832812547683716,0.0,0.0,0.9954750537872314,0.0,0.9937275648117065,0.0,0.0,0.0,0.0
Rogue,Cars,Awesome Best suv i ever drove from day one drove quite an amount of miles  that day to ride Very comfortable and an awesome ride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9610209465026855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"The 2021 Rogue technology is outstanding! The Navigation Screen is superb and the craftsmanship blew me away! I was going to purchase a 2020, but opted in for the 2021...Glad I did...it will be delivered to my home in a few days! I remain a Rogue fan as it just gets better and better.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9744760990142822,0.0,0.0,0.0,0.0,0.0,0.0
